Track,Artist,Album,Release_Year,Duration,Time_Signature,Danceability,Energy,Track_Key,Loudness,Song_Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Popularity_Category,Energy_Range,Danceability_Range,Loudness_Range,Liveness_Range
Love Again,Dua Lipa,Future Nostalgia,2021,258004,4,1.0,1.0,11,-5.0,0,0.0,0.0,0.0,0.0,0.0,116.0,72,Medium,High,High,High,Low
Love Cycle (with Summer Walker),Toosii,Poetic Pain,2021,215405,4,1.0,0.0,6,-9.0,0,0.0,0.0,0.0,0.0,0.0,127.0,48,Low,Low,High,High,Low
Love Galore (feat. Travis Scott),SZA,Ctrl,2017,275080,4,1.0,1.0,0,-6.0,1,0.0,0.0,0.0,0.0,0.0,135.0,76,Medium,High,High,High,Low
Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix,David Guetta,Pop Life,2008,199386,4,1.0,1.0,4,-5.0,0,0.0,0.0,0.0,0.0,1.0,128.0,62,Medium,High,High,High,Low
Love Me Again,RAYE,Euphoric Sad Songs,2023,198973,4,1.0,1.0,5,-6.0,1,0.0,0.0,0.0,0.0,0.0,110.0,34,Low,High,High,High,Low
Love On Top,Beyoncï¿½,4,2011,267413,4,1.0,1.0,0,-5.0,1,0.0,0.0,0.0,1.0,1.0,94.0,73,Medium,High,High,High,High
Love Story,Taylor Swift,Fearless,2008,235266,4,1.0,1.0,2,-4.0,1,0.0,0.0,0.0,0.0,0.0,119.0,65,Medium,High,High,High,Low
Love You Like That,Parker McCollum,Hollywood Gold,2022,205173,4,1.0,1.0,7,-6.0,1,0.0,0.0,0.0,0.0,0.0,150.0,41,Low,High,High,High,Low
Love You Too Late,Cole Swindell,All of It,2019,204720,4,1.0,1.0,9,-4.0,0,0.0,0.0,0.0,0.0,1.0,114.0,54,Medium,High,High,High,Low
Love Yourz,J. Cole,2014 Forest Hills Drive,2018,211496,4,1.0,1.0,8,-9.0,1,0.0,1.0,0.0,0.0,0.0,83.0,74,Medium,High,High,High,Low
lovely (with Khalid),Billie Eilish,lovely (with Khalid),2018,200185,4,0.0,0.0,4,-10.0,0,0.0,1.0,0.0,0.0,0.0,115.0,87,High,Low,Low,High,Low
Lovin' Me,FIFTY FIFTY,The Beginning,2023,189809,4,0.0,1.0,8,-9.0,1,0.0,1.0,0.0,0.0,1.0,171.0,44,Low,High,Low,High,Low
Lovin' On You,Luke Combs,What You See Is What You Get,2020,194866,4,1.0,1.0,4,-5.0,1,0.0,0.0,0.0,0.0,1.0,119.0,69,Medium,High,High,High,Low
Loyal (feat. Lil Wayne & Tyga),Chris Brown,X (Expanded Edition),2018,264946,4,1.0,1.0,10,-6.0,0,0.0,0.0,0.0,0.0,1.0,99.0,74,Medium,High,High,High,Low
Luto en el Cielo,Hermanos Vega Jr.,A Lo Sierreï¿½o Corridos de la Dinastï¿½a,2023,196336,3,1.0,1.0,2,-3.0,1,0.0,1.0,0.0,0.0,1.0,102.0,10,Low,High,High,High,Low
Madonna,Natanael Cano,Madonna,2021,187087,3,1.0,1.0,0,-6.0,1,0.0,0.0,0.0,0.0,1.0,128.0,86,High,High,High,High,Low
Make It Sweet,Old Dominion,Old Dominion,2019,187000,4,0.0,1.0,7,-4.0,1,0.0,0.0,0.0,0.0,1.0,180.0,59,Medium,High,Low,High,Low
Malibu,Kim Petras,Malibu,2020,191808,4,1.0,1.0,2,-4.0,1,0.0,0.0,0.0,0.0,1.0,120.0,48,Low,High,High,High,Low
Malibu,Miley Cyrus,Younger Now,2017,231906,4,1.0,1.0,8,-6.0,1,0.0,0.0,0.0,0.0,0.0,140.0,73,Medium,High,High,High,Low
Me and My Kind,Cody Johnson,Cowboy Like Me,2016,156200,4,1.0,1.0,2,-3.0,1,0.0,0.0,0.0,0.0,1.0,110.0,75,Medium,High,High,High,Low
Me Too,Meghan Trainor,Thank You (Deluxe Version),2016,181240,4,1.0,1.0,11,-6.0,0,0.0,0.0,0.0,0.0,1.0,124.0,71,Medium,High,High,High,Low
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,All Your Fault: Pt. 2,2017,163870,4,1.0,1.0,10,-6.0,1,0.0,0.0,0.0,0.0,1.0,154.0,71,Medium,High,High,High,Low
Memories (feat. Kid Cudi),David Guetta,One Love (Deluxe),2009,210093,4,1.0,1.0,8,-6.0,1,0.0,0.0,0.0,0.0,0.0,130.0,67,Medium,High,High,High,Low
MIA,Bad Bunny,X 100PRE,2018,210367,4,1.0,1.0,6,-6.0,0,0.0,0.0,0.0,0.0,0.0,97.0,75,Medium,High,High,High,Low
Midnight Sky,Miley Cyrus,Plastic Hearts,2020,223280,4,1.0,1.0,4,-6.0,0,0.0,0.0,0.0,0.0,0.0,110.0,70,Medium,High,High,High,Low
Million Reasons,Lady Gaga,Joanne (Deluxe),2016,205280,4,1.0,0.0,0,-8.0,1,0.0,0.0,0.0,0.0,0.0,130.0,74,Medium,Low,High,High,Low
Moment 4 Life,Nicki Minaj,Pink Friday,2011,279306,4,0.0,1.0,11,-4.0,1,0.0,0.0,0.0,0.0,0.0,98.0,69,Medium,High,Low,High,Low
Monday Morning Merle,Cody Johnson,Ain't Nothin' to It,2023,229120,4,1.0,1.0,2,-6.0,1,0.0,0.0,0.0,0.0,0.0,94.0,50,Medium,High,High,High,Low
Money,Cardi B,Money,2018,183527,4,1.0,1.0,8,-7.0,0,0.0,0.0,0.0,0.0,0.0,130.0,69,Medium,High,High,High,Low
Money On My Mind,Sam Smith,In The Lonely Hour,2014,192670,4,1.0,1.0,2,-5.0,1,0.0,0.0,0.0,0.0,1.0,134.0,65,Medium,High,High,High,Low
Moonlight,Kali Uchis,Red Moon In Venus,2022,187723,4,1.0,1.0,7,-7.0,0,0.0,1.0,0.0,0.0,1.0,137.0,80,High,High,High,High,Low
More Than My Hometown,Morgan Wallen,Dangerous: The Double Album,2020,216573,4,1.0,1.0,6,-5.0,1,0.0,1.0,0.0,0.0,1.0,126.0,79,Medium,High,High,High,Low
Mr. Forgettable,David Kushner,Footprints I Found,2023,187293,4,1.0,0.0,8,-9.0,0,0.0,1.0,0.0,0.0,0.0,145.0,71,Medium,Low,High,High,Low
Munch (Feelin? U),Ice Spice,Munch (Feelin? U),2022,104819,4,1.0,1.0,11,-7.0,0,0.0,0.0,0.0,0.0,1.0,166.0,64,Medium,High,High,High,Low
Muwop (feat. Gucci Mane),Latto,Muwop (feat. Gucci Mane),2020,200135,4,1.0,1.0,9,-7.0,0,0.0,0.0,0.0,0.0,1.0,146.0,45,Low,High,High,High,Low
my future,Billie Eilish,my future,2020,208155,4,0.0,0.0,8,-11.0,1,0.0,1.0,0.0,0.0,0.0,105.0,67,Medium,Low,Low,Medium,Low
My Kinda Party,Jason Aldean,My Kinda Party,2010,284960,4,0.0,1.0,0,-4.0,0,0.0,0.0,0.0,0.0,1.0,177.0,64,Medium,High,Low,High,Low
N Side,Steve Lacy,Apollo XXI,2022,224444,4,1.0,1.0,11,-6.0,0,0.0,0.0,0.0,0.0,1.0,120.0,70,Medium,High,High,High,Low
Natalie Don't,RAYE,Natalie Don?t,2023,194346,4,1.0,1.0,9,-5.0,0,0.0,0.0,0.0,0.0,1.0,124.0,51,Medium,High,High,High,Low
Need A Favor,Jelly Roll,Whitsitt Chapel,2023,197400,4,1.0,1.0,6,-4.0,1,0.0,0.0,0.0,0.0,1.0,158.0,77,Medium,High,High,High,Low
Neighbors,J. Cole,4 Your Eyez Only,2018,216520,4,1.0,0.0,6,-12.0,0,0.0,0.0,0.0,0.0,0.0,139.0,69,Medium,Low,High,Medium,Low
NEL,Fuerza Regida,PERO NO TE ENAMORES,2022,149073,4,1.0,0.0,7,-6.0,0,0.0,1.0,0.0,0.0,0.0,100.0,84,High,Low,High,High,Low
Never Again,Kelly Clarkson,My December,2004,217293,4,1.0,1.0,7,-3.0,0,0.0,0.0,0.0,0.0,0.0,146.0,44,Low,High,High,High,Low
Never Ready,Corey Kent,Never Ready,2022,281306,4,0.0,1.0,8,-7.0,1,0.0,0.0,0.0,0.0,0.0,152.0,56,Medium,High,Low,High,Low
New Perspective,Noah Kahan,Stick Season,2023,256871,4,1.0,1.0,5,-10.0,1,0.0,0.0,0.0,0.0,0.0,157.0,72,Medium,High,High,High,Low
New Rules,Dua Lipa,Dua Lipa (Deluxe),2017,209320,4,1.0,1.0,9,-6.0,0,0.0,0.0,0.0,0.0,1.0,116.0,82,High,High,High,High,Low
Next Thing You Know,Jordan Davis,Bluebird Days,2023,175226,4,1.0,1.0,5,-8.0,1,0.0,1.0,0.0,0.0,0.0,79.0,77,Medium,High,High,High,Low
Night Train,Jason Aldean,Night Train,2012,232306,4,0.0,1.0,5,-5.0,1,0.0,0.0,0.0,0.0,1.0,158.0,62,Medium,High,Low,High,Low
NO,Meghan Trainor,Thank You (Deluxe Version),2016,213506,4,1.0,1.0,1,-4.0,0,0.0,0.0,0.0,1.0,1.0,92.0,73,Medium,High,High,High,High
No Broken Hearts (feat. Nicki Minaj),Bebe Rexha,No Broken Hearts (feat. Nicki Minaj),2017,239991,4,1.0,1.0,0,-4.0,1,0.0,0.0,0.0,0.0,1.0,122.0,53,Medium,High,High,High,Low
No Clarity,Ice Spice,No Clarity,2023,108169,4,1.0,1.0,11,-6.0,1,0.0,1.0,0.0,0.0,1.0,142.0,52,Medium,High,High,High,Low
No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),2018,265480,4,1.0,1.0,2,-9.0,1,0.0,0.0,0.0,0.0,0.0,124.0,64,Medium,High,High,High,Low
No Guidance (feat. Drake),Chris Brown,Indigo,2019,260640,4,1.0,0.0,1,-7.0,0,0.0,0.0,0.0,0.0,0.0,93.0,76,Medium,Low,High,High,Low
No Hook,Latto,No Hook,2023,103488,4,1.0,0.0,9,-6.0,1,1.0,0.0,0.0,0.0,0.0,180.0,28,Low,Low,High,High,Low
No More Parties,Coi Leray,No More Parties,2021,140920,4,1.0,0.0,11,-11.0,1,1.0,0.0,0.0,0.0,1.0,157.0,46,Low,Low,High,Medium,Low
NO SE VA - EN VIVO,Grupo Frontera,El Comienzo,2023,193816,4,1.0,1.0,0,-5.0,1,0.0,0.0,0.0,0.0,1.0,173.0,78,Medium,High,High,High,Low
No Such Thing as a Broken Heart,Old Dominion,Happy Endings,2017,176893,4,1.0,1.0,8,-4.0,1,0.0,0.0,0.0,0.0,1.0,172.0,60,Medium,High,High,High,Low
no tears left to cry,Ariana Grande,Sweetener,2018,205920,4,1.0,1.0,9,-6.0,0,0.0,0.0,0.0,0.0,0.0,122.0,75,Medium,High,High,High,Low
Nonsense,Sabrina Carpenter,emails i can't send,2022,163648,4,1.0,1.0,8,-5.0,1,0.0,0.0,0.0,0.0,1.0,139.0,88,High,High,High,High,Low
Northern Attitude,Noah Kahan,Northern Attitude,2023,267256,4,1.0,1.0,3,-8.0,1,0.0,0.0,0.0,0.0,0.0,121.0,58,Medium,High,High,High,Low
Nothin' on You,Cody Johnson,Ain't Nothin' to It,2018,260466,3,0.0,0.0,6,-7.0,1,0.0,1.0,0.0,0.0,0.0,135.0,63,Medium,Low,Low,High,Low
Noticed I Cried,PinkPantheress,to hell with it,2023,82226,4,0.0,1.0,11,-6.0,1,0.0,0.0,0.0,0.0,0.0,164.0,54,Medium,High,Low,High,Low
Now or Never (feat. Lauren Alaina),Corey Kent,Now or Never (feat. Lauren Alaina),2022,174946,4,0.0,1.0,7,-5.0,1,0.0,0.0,0.0,0.0,0.0,110.0,55,Medium,High,Low,High,Low
Ocean,KAROL G,OCEAN,2023,155946,4,1.0,0.0,11,-6.0,1,0.0,1.0,0.0,0.0,0.0,75.0,73,Medium,Low,High,High,Low
OMG,NewJeans,NewJeans 'OMG',2023,212253,4,1.0,1.0,9,-4.0,0,0.0,0.0,0.0,0.0,1.0,127.0,79,Medium,High,High,High,Low
On My Way to You,Cody Johnson,Ain't Nothin' to It,2019,213306,4,0.0,1.0,1,-5.0,1,0.0,0.0,0.0,0.0,0.0,158.0,63,Medium,High,Low,High,Low
Once More,d4vd,The Lost Petals,2022,121695,4,1.0,0.0,9,-13.0,0,0.0,1.0,0.0,0.0,0.0,76.0,60,Medium,Low,High,Medium,Low
One Last Time,Ariana Grande,My Everything - Deluxe,2014,197266,4,1.0,1.0,8,-5.0,1,0.0,0.0,0.0,0.0,0.0,125.0,82,High,High,High,High,Low
One Man Band,Old Dominion,Old Dominion,2019,186240,4,1.0,0.0,6,-8.0,1,0.0,1.0,0.0,0.0,0.0,76.0,80,High,Low,High,High,Low
One Number Away,Luke Combs,This One's for You,2017,221800,4,1.0,1.0,6,-6.0,0,0.0,0.0,0.0,0.0,1.0,144.0,74,Medium,High,High,High,Low
Only Girl (In The World),Rihanna,Loud (Japan Version),2010,235493,4,1.0,1.0,11,-4.0,0,0.0,0.0,0.0,0.0,1.0,126.0,84,High,High,High,High,Low
Overdue (with Travis Scott),Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),2023,166093,4,1.0,0.0,11,-11.0,0,0.0,1.0,0.0,0.0,0.0,150.0,79,Medium,Low,High,Medium,Low
Pain,PinkPantheress,to hell with it,2023,98544,4,1.0,1.0,1,-8.0,1,0.0,0.0,0.0,0.0,1.0,126.0,83,High,High,High,High,Low
Paint The Town Red,Doja Cat,Paint The Town Red,2023,231750,4,1.0,1.0,5,-9.0,1,0.0,0.0,0.0,0.0,1.0,100.0,81,High,High,High,High,Low
Partition,Beyoncï¿½,BEYONCï¿½ [Platinum Edition],2013,319466,4,0.0,0.0,11,-12.0,0,0.0,0.0,0.0,0.0,0.0,176.0,69,Medium,Low,Low,Medium,Low
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,2009,202066,4,1.0,1.0,10,-5.0,0,0.0,0.0,0.0,0.0,0.0,96.0,78,Medium,High,High,High,Low
Perdonï¿½monos,Yng Lvcas,Perdonï¿½monos,2023,136421,4,1.0,1.0,5,-6.0,1,0.0,0.0,0.0,0.0,1.0,95.0,44,Low,High,High,High,Low
Perfect,Ed Sheeran,ï¿½ (Deluxe),2017,263400,3,1.0,0.0,8,-6.0,1,0.0,0.0,0.0,0.0,0.0,95.0,86,High,Low,High,High,Low
Perreo Porky,Yng Lvcas,Perreo Porky,2023,224842,4,1.0,1.0,6,-7.0,1,0.0,0.0,0.0,0.0,1.0,95.0,54,Medium,High,High,High,Low
Persuasive,Doechii,Persuasive,2023,216707,4,1.0,1.0,7,-6.0,0,0.0,0.0,0.0,0.0,1.0,120.0,51,Medium,High,High,High,Low
Phat Butt,Ice Spice,Phat Butt,2023,129293,4,1.0,1.0,1,-9.0,1,0.0,0.0,0.0,0.0,0.0,165.0,64,Medium,High,High,High,Low
Photograph,Ed Sheeran,x (Deluxe Edition),2015,258986,4,1.0,0.0,4,-10.0,1,0.0,1.0,0.0,0.0,0.0,108.0,82,High,Low,High,High,Low
Physical,Dua Lipa,Future Nostalgia,2020,193829,4,1.0,1.0,0,-4.0,1,0.0,0.0,0.0,0.0,1.0,147.0,78,Medium,High,High,High,Low
Pï¿½gateme,Yng Lvcas,LPM,2023,153835,4,1.0,1.0,11,-10.0,0,0.0,0.0,0.0,0.0,1.0,80.0,50,Medium,High,High,High,Low
Piece by Piece - Idol Version,Kelly Clarkson,Piece By Piece (Deluxe Version),2016,212280,4,1.0,0.0,1,-6.0,1,0.0,1.0,0.0,0.0,0.0,110.0,56,Medium,Low,High,High,Low
Pills N Potions,Nicki Minaj,The Pinkprint - Deluxe,2015,268000,4,0.0,1.0,7,-8.0,1,0.0,0.0,0.0,0.0,0.0,169.0,55,Medium,High,Low,High,Low
PISTOL PACCIN,NLE Choppa,Cottonwood 2 (Deluxe 2.0),2023,149449,4,1.0,1.0,1,-4.0,1,0.0,0.0,0.0,0.0,1.0,145.0,75,Medium,High,High,High,Low
Plain Jayne,Ktlyn,Plain Jayne,2023,123920,4,1.0,1.0,9,-7.0,1,0.0,0.0,0.0,0.0,1.0,94.0,50,Medium,High,High,High,Low
Play Hard (feat. Ne-Yo & Akon),David Guetta,Nothing but the Beat 2.0,2012,201000,4,1.0,1.0,8,-2.0,0,0.0,0.0,0.0,0.0,1.0,130.0,62,Medium,High,High,High,Low
Players,Coi Leray,Players,2022,139560,4,1.0,1.0,6,-6.0,0,0.0,0.0,0.0,0.0,1.0,105.0,71,Medium,High,High,High,Low
Playground,Steve Lacy,Apollo XXI,2022,213797,4,0.0,1.0,7,-6.0,1,0.0,0.0,0.0,0.0,1.0,192.0,54,Medium,High,Low,High,Low
Please Me,Cardi B,Please Me,2019,200889,4,1.0,1.0,1,-7.0,1,0.0,0.0,0.0,0.0,1.0,134.0,75,Medium,High,High,High,Low
Please Please Please,Sabrina Carpenter,Please Please Please,2022,186365,4,1.0,1.0,9,-6.0,1,0.0,0.0,0.0,0.0,1.0,107.0,97,High,High,High,High,Low
Poetic Pain,Toosii,Poetic Pain,2020,205657,4,1.0,1.0,8,-6.0,0,0.0,0.0,0.0,0.0,0.0,74.0,44,Low,High,High,High,Low
Poker Face,Lady Gaga,The Fame,2008,237200,4,1.0,1.0,4,-5.0,1,0.0,0.0,0.0,0.0,1.0,119.0,77,Medium,High,High,High,Low
Por Las Noches,Peso Pluma,Por Las Noches,2023,238888,3,1.0,1.0,9,-7.0,0,0.0,0.0,0.0,0.0,0.0,185.0,74,Medium,High,High,High,Low
positions,Ariana Grande,Positions,2020,172324,4,1.0,1.0,0,-5.0,1,0.0,0.0,0.0,0.0,1.0,144.0,79,Medium,High,High,High,Low
Pray,Sam Smith,The Thrill Of It All - Special Edition,2017,221595,3,1.0,0.0,4,-9.0,0,0.0,0.0,0.0,0.0,0.0,88.0,61,Medium,Low,High,High,Low
PRC,Peso Pluma,PRC,2023,184066,3,1.0,1.0,7,-6.0,0,0.0,0.0,0.0,0.0,1.0,138.0,73,Medium,High,High,High,Low
Press,Cardi B,Press,2020,143791,4,1.0,1.0,1,-6.0,1,0.0,0.0,0.0,0.0,0.0,134.0,61,Medium,High,High,High,Low
Pretty Heart,Parker McCollum,Pretty Heart,2020,244797,4,1.0,1.0,7,-4.0,1,0.0,0.0,0.0,0.0,0.0,132.0,58,Medium,High,High,High,Low
Prisoner (feat. Dua Lipa),Miley Cyrus,Plastic Hearts,2020,169333,4,1.0,1.0,3,-4.0,0,0.0,0.0,0.0,0.0,1.0,128.0,72,Medium,High,High,High,Low
Proud,Jelly Roll,Waylon & Willie,2021,273482,4,1.0,1.0,10,-7.0,1,0.0,0.0,0.0,0.0,0.0,130.0,33,Low,High,High,High,Low
PROVENZA,KAROL G,MAï¿½ANA SERï¿½ BONITO,2022,207626,4,1.0,1.0,1,-8.0,1,0.0,1.0,0.0,0.0,1.0,111.0,83,High,High,High,High,Low
pushin P (feat. Young Thug),Gunna,DS4EVER,2022,136266,1,1.0,0.0,1,-5.0,0,0.0,0.0,0.0,0.0,0.0,78.0,69,Medium,Low,High,High,Low
PUSSY,Latto,PUSSY,2023,141176,4,1.0,1.0,6,-4.0,0,0.0,0.0,0.0,0.0,1.0,170.0,35,Low,High,High,High,Low
QUE PRETENDES,J Balvin,OASIS,2020,222346,4,1.0,1.0,10,-4.0,0,0.0,0.0,0.0,0.0,1.0,93.0,76,Medium,High,High,High,Low
QUE VUELVAS,Grupo Frontera,El Comienzo,2023,169418,4,0.0,1.0,10,-4.0,1,0.0,0.0,0.0,0.0,1.0,163.0,81,High,High,Low,High,Low
Radicamos En South Central,Fuerza Regida,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,2023,228853,1,1.0,1.0,7,-2.0,1,0.0,0.0,0.0,0.0,1.0,116.0,62,Medium,High,High,High,Low
Rags2Riches 2 (feat. Lil Baby),Rod Wave,Pray 4 Love - Deluxe,2021,235987,4,1.0,0.0,5,-10.0,0,0.0,0.0,0.0,0.0,0.0,118.0,66,Medium,Low,High,High,Low
Rare,Selena Gomez,Rare,2020,220589,4,1.0,1.0,5,-7.0,1,0.0,0.0,0.0,0.0,1.0,115.0,58,Medium,High,High,High,Low
Red Lights,Toosii,Platinum Heart,2023,153569,4,1.0,1.0,8,-6.0,1,0.0,0.0,0.0,0.0,0.0,151.0,38,Low,High,High,High,Low
REDNECKER,HARDY,THIS OLE BOY,2020,201832,4,1.0,1.0,7,-5.0,1,0.0,0.0,0.0,0.0,1.0,144.0,65,Medium,High,High,High,Low
Regardless,RAYE,Euphoric Sad Songs,2023,197573,4,1.0,1.0,7,-6.0,1,0.0,0.0,0.0,0.0,1.0,120.0,56,Medium,High,High,High,Low
Religiously,Bailey Zimmerman,Religiously. The Album.,2023,178723,4,1.0,1.0,1,-7.0,1,0.0,0.0,0.0,0.0,1.0,141.0,77,Medium,High,High,High,Low
Rich Men North of Richmond,Oliver Anthony Music,Rich Men North of Richmond,2023,187244,4,1.0,0.0,10,-12.0,1,0.0,1.0,0.0,0.0,1.0,122.0,76,Medium,Low,High,Medium,Low
Road Runner,Lainey Wilson,Bell Bottom Country,2023,226826,4,0.0,1.0,2,-4.0,1,0.0,0.0,0.0,0.0,1.0,160.0,47,Low,High,Low,High,Low
Rock and A Hard Place,Bailey Zimmerman,Religiously. The Album.,2022,207540,3,1.0,1.0,1,-7.0,1,0.0,1.0,0.0,0.0,0.0,122.0,79,Medium,High,High,High,Low
ROCKET,Doechii,ROCKET,2023,166315,4,1.0,1.0,1,-6.0,1,0.0,0.0,0.0,0.0,1.0,113.0,59,Medium,High,High,High,Low
ROCKSTAR,HARDY,Quit!!,2020,194341,4,1.0,1.0,0,-3.0,1,0.0,0.0,0.0,0.0,1.0,150.0,63,Medium,High,High,High,Low
rodeo dr,Gunna,a Gift & a Curse,2022,176946,4,1.0,1.0,1,-5.0,0,0.0,0.0,0.0,0.0,0.0,134.0,60,Medium,High,High,High,Low
Rolling Stone,Lainey Wilson,Sayin? What I?m Thinkin?,2023,239013,4,1.0,1.0,9,-9.0,0,0.0,0.0,0.0,0.0,0.0,77.0,48,Low,High,High,High,Low
Romantic Homicide,d4vd,Romantic Homicide,2022,132630,4,1.0,1.0,6,-11.0,1,0.0,0.0,0.0,0.0,0.0,132.0,86,High,High,High,Medium,Low
ROSA PASTEL,Peso Pluma,Gï¿½NESIS,2023,204253,3,1.0,1.0,7,-5.0,0,0.0,0.0,0.0,0.0,1.0,123.0,69,Medium,High,High,High,Low
Rude Boy,Rihanna,Rated R,2009,222920,4,1.0,1.0,11,-4.0,1,0.0,0.0,0.0,0.0,1.0,174.0,77,Medium,High,High,High,Low
Rules,Doja Cat,Hot Pink,2019,187040,4,1.0,1.0,7,-5.0,1,0.0,0.0,0.0,0.0,1.0,144.0,72,Medium,High,High,High,Low
Rumors (feat. Cardi B),Lizzo,Rumors (feat. Cardi B),2021,172832,4,1.0,1.0,4,-6.0,0,0.0,0.0,0.0,0.0,1.0,119.0,60,Medium,High,High,High,Low
Run It! (feat. Juelz Santana),Chris Brown,Chris Brown (Expanded Edition),2005,229866,4,1.0,0.0,1,-7.0,0,0.0,0.0,0.0,0.0,0.0,101.0,73,Medium,Low,High,High,Low
Run the World (Girls),Beyoncï¿½,4,2011,236093,4,1.0,1.0,0,-4.0,1,0.0,0.0,0.0,0.0,1.0,127.0,70,Medium,High,High,High,Low
Rust,Corey Kent,Rust,2022,169720,4,0.0,1.0,1,-5.0,0,0.0,0.0,0.0,0.0,0.0,121.0,59,Medium,High,Low,High,Low
Ryd,Steve Lacy,Steve Lacy's Demo,2022,140182,4,1.0,1.0,9,-7.0,0,0.0,0.0,0.0,0.0,1.0,137.0,68,Medium,High,High,High,Low
Sacrifice,Bebe Rexha,Sacrifice,2022,160871,4,1.0,1.0,11,-5.0,0,0.0,0.0,0.0,0.0,0.0,120.0,51,Medium,High,High,High,Low
Safaera,Bad Bunny,YHLQMDLG,2020,295176,4,1.0,1.0,2,-4.0,1,0.0,0.0,0.0,0.0,1.0,96.0,74,Medium,High,High,High,Low
Sand In My Boots,Morgan Wallen,Dangerous: The Double Album,2021,202133,4,0.0,1.0,3,-7.0,1,0.0,1.0,0.0,0.0,0.0,70.0,76,Medium,High,Low,High,Low
Save Me,Jelly Roll,Self Medicated,2021,240722,3,1.0,0.0,0,-10.0,1,0.0,1.0,0.0,0.0,0.0,83.0,69,Medium,Low,High,High,Low
Save Your Tears,The Weeknd,After Hours,2020,215626,4,1.0,1.0,0,-5.0,1,0.0,0.0,0.0,1.0,1.0,118.0,85,High,High,High,High,High
Say So,Doja Cat,Hot Pink,2020,237893,4,1.0,1.0,11,-5.0,0,0.0,0.0,0.0,0.0,1.0,111.0,75,Medium,High,High,High,Low
Scuse Me,Lizzo,Coconut Oil,2019,204392,4,1.0,1.0,0,-5.0,0,0.0,0.0,0.0,0.0,1.0,130.0,40,Low,High,High,High,Low
Selfish,Jordan Davis,Home State,2022,192954,4,1.0,1.0,8,-6.0,1,0.0,0.0,0.0,0.0,1.0,90.0,52,Medium,High,High,High,Low
Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,2023,183550,4,1.0,1.0,11,-4.0,1,0.0,0.0,0.0,0.0,1.0,125.0,86,High,High,High,High,Low
Sex Lies (feat. Lil Baby),Latto,Queen of Da Souf (Extended Version) [Deluxe Version],2022,161538,4,0.0,1.0,0,-6.0,1,0.0,0.0,0.0,0.0,1.0,80.0,39,Low,High,Low,High,Low
Sex Talk,Kim Petras,Feed The Beast,2020,155853,4,1.0,1.0,9,-6.0,0,0.0,0.0,0.0,0.0,1.0,112.0,36,Low,High,High,High,Low
Shake It Off,Taylor Swift,1989,2014,219200,4,1.0,1.0,7,-5.0,1,0.0,0.0,0.0,0.0,1.0,160.0,70,Medium,High,High,High,Low
Shake the Frost (Live),Tyler Childers,Live on Red Barn Radio I & II,2020,175120,4,0.0,0.0,2,-10.0,1,0.0,1.0,0.0,1.0,0.0,139.0,78,Medium,Low,Low,High,High
Shallow,Lady Gaga,A Star Is Born Soundtrack,2018,215733,4,1.0,0.0,7,-6.0,1,0.0,0.0,0.0,0.0,0.0,96.0,83,High,Low,High,High,Low
Shape of You,Ed Sheeran,ï¿½ (Deluxe),2017,233712,4,1.0,1.0,1,-3.0,0,0.0,1.0,0.0,0.0,1.0,96.0,85,High,High,High,High,Low
She Got the Best of Me,Luke Combs,This One's for You Too (Deluxe Edition),2017,183160,4,1.0,1.0,11,-4.0,1,0.0,0.0,0.0,0.0,1.0,151.0,83,High,High,High,High,Low
She Had Me At Heads Carolina,Cole Swindell,Stereotype,2022,206106,4,1.0,1.0,8,-3.0,1,0.0,0.0,0.0,0.0,1.0,135.0,74,Medium,High,High,High,Low
She Wolf,Shakira,She Wolf (Expanded Edition),2009,188866,4,1.0,1.0,7,-7.0,1,0.0,0.0,0.0,0.0,1.0,122.0,70,Medium,High,High,High,Low
She Wolf (Falling to Pieces) [feat. Sia],David Guetta,Nothing but the Beat 2.0,2012,222500,4,0.0,1.0,7,-3.0,1,0.0,0.0,0.0,0.0,0.0,130.0,49,Low,High,Low,High,Low
She's Country,Jason Aldean,Wide Open,2009,220573,4,1.0,1.0,1,-3.0,0,0.0,0.0,0.0,0.0,1.0,172.0,72,Medium,High,High,High,Low
Shivers,Ed Sheeran,=,2021,207853,4,1.0,1.0,2,-3.0,1,0.0,0.0,0.0,0.0,1.0,141.0,82,High,High,High,High,Low
Shotta Flow (feat. Blueface) - Remix,NLE Choppa,Cottonwood,2019,176631,4,1.0,1.0,2,-5.0,1,0.0,0.0,0.0,0.0,1.0,120.0,72,Medium,High,High,High,Low
Shotta Flow 6,NLE Choppa,Me vs. Me,2022,192147,4,1.0,1.0,11,-7.0,1,0.0,0.0,0.0,0.0,0.0,140.0,57,Medium,High,High,High,Low
